freq,unit,indic_il,deg_urb,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,PPS,MED_E,DEG3,F,TOTAL,EA18	: 	: 	11554 e	11888 e	12641 e	13804 e	14107 e	14002 e	14204 e	15479 e	15549 e	15642 e	16405 e	17099 e	17228 e	17458 e	18052 e	18160 b	: 	: 
A,PPS,MED_E,DEG3,F,TOTAL,EA19	: 	: 	11306 e	11645 e	12302 e	13567 e	13871 e	13751 e	13955 e	15313 e	15384 e	15488 e	16221 e	16925 e	17061 e	17302 e	17895 e	18049 b	18452 	: 
A,PPS,MED_E,DEG3,F,TOTAL,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15435 	16023 	16747 	16901 	17149 	17750 	17910 	18288 	18933 
A,PPS,MED_E,DEG3,F,TOTAL,EE	: 	3752 	4203 	4999 	5778 	6652 	7075 	6704 	6842 	6971 b	7801 	8406 b	9610 	10697 	11182 	11635 	12302 	12623 	13869 	15999 
A,PPS,MED_E,DEG3,F,TOTAL,EL	8266 	9047 	9649 	9322 	9520 	10356 	10800 	10782 	10051 	8702 b	7730 	7454 	7580 	7817 	7981 	7916 	8451 	8761 	8484 	9292 
A,PPS,MED_E,DEG3,F,TOTAL,ES	: 	9451 	9327 	9836 	10433 	12988 b	13405 	13000 	12179 	12009 b	12094 	11867 	12231 	13089 	13177 	13579 	13949 	14190 	14906 	15471 
A,PPS,MED_E,DEG3,F,TOTAL,EU	: 	: 	: 	: 	: 	11141 e	11326 e	11173 e	11456 e	13250 e	13275 e	13303 e	14022 e	14645 e	14877 e	15100 e	15654 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,TOTAL,EU27_2007	: 	: 	8647 e	9055 e	9784 e	11141 e	11326 e	11248 e	11537 e	13357 e	13371 e	13400 e	14119 e	14733 e	14958 e	15177 e	15724 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	10806 e	11108 e	12985 e	13000 e	12995 e	13693 e	14391 e	14605 e	14900 e	15484 e	15696 b	16111 	16883 
A,PPS,MED_E,DEG3,F,TOTAL,EU28	: 	: 	: 	: 	: 	: 	: 	11173 e	11456 e	13251 e	13275 e	13303 e	14022 e	14645 e	14877 e	15100 e	15654 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,TOTAL,FI	: 	12297 	13275 	13808 	14105 	15406 	16054 	16214 	16970 	17580 b	18112 	17909 	18546 	18780 	18693 	18864 	19315 	19018 	19148 	19604 
A,PPS,MED_E,DEG3,F,TOTAL,FR	: 	12554 	12814 	13720 	14175 	16447 b	16393 	16726 	16942 	18191 b	18557 	18571 	19261 	19610 	19886 	19670 	19894 	19396 b	19780 	20515 b
A,PPS,MED_E,DEG3,F,TOTAL,HR	: 	: 	: 	: 	: 	: 	: 	6447 	6530 	6386 b	6470 	6723 	7136 	7791 	8091 	8547 	9652 	9969 	9975 	10999 
A,PPS,MED_E,DEG3,F,TOTAL,HU	: 	: 	4999 	5271 	5756 	5882 	6042 	5895 	6225 	6514 b	6365 	6699 	7031 	7322 	7329 	7531 	8390 	8526 	8540 	9265 
A,PPS,MED_E,DEG3,F,TOTAL,IE	12358 	12174 	12606 	13702 	15445 	15703 	14892 	15050 	14918 	15035 b	15283 	15029 	16479 	16771 	17215 	18558 	19022 	18626 b	17786 	17553 
A,PPS,MED_E,DEG3,F,TOTAL,IS	: 	15242 	15850 	16659 	17874 	19480 	19503 	16767 	17025 	17255 b	18398 	19442 	20066 	21233 	20748 	22031 	: 	: 	: 	: 
A,PPS,MED_E,DEG3,F,TOTAL,IT	: 	11371 	11893 	11965 	12581 	13453 	13543 	13534 	14132 	13465 	13202 	12911 	14333 b	15131 	15405 	15549 	15752 	15571 	15589 	16810 
A,PPS,MED_E,DEG3,F,TOTAL,LT	: 	: 	3200 	3778 	4800 	5630 	5915 	5193 	5185 	5607 b	5898 	6445 	6929 	7627 	8103 	8836 	9690 	11051 	12327 	12062 
A,PPS,MED_E,DEG3,F,TOTAL,LU	25626 	26735 	28146 	27130 	26992 	26267 	27747 	25938 	26006 	27955 b	30143 	29814 	30974 	29649 b	31069 	28247 	29395 	29621 b	33058 b	32088 b
A,PPS,MED_E,DEG3,F,TOTAL,LV	: 	: 	3275 	3436 	4549 	5717 	6073 	5185 	5302 	5264 b	5579 	6350 	7102 	7775 	7820 	8791 	9844 	10316 	9813 	10622 
A,PPS,MED_E,DEG3,F,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4303 	4708 	4827 	5015 	5424 	: 	: 
A,PPS,MED_E,DEG3,F,TOTAL,MT	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	19908 	21521 
A,PPS,MED_E,DEG3,F,TOTAL,NL	: 	: 	14934 	15194 	16104 	17240 	18520 	18995 	17204 	18200 b	18448 	17743 	19039 	20908 b	20676 	20846 	21592 	21865 	23993 	25420 
A,PPS,MED_E,DEG3,F,TOTAL,NO	: 	17518 	17857 	18247 	19390 	21808 	22504 	21735 	22807 	24020 b	25183 	: 	26625 	26067 	24580 	24909 	25409 	26222 	25152 b	26079 
A,PPS,MED_E,DEG3,F,TOTAL,PL	: 	: 	4089 	4347 	4914 	5876 	6338 	6482 	7194 	7348 b	7725 	8024 	8538 	9336 	9752 	9918 	10736 	11479 	12299 	13183 
A,PPS,MED_E,DEG3,F,TOTAL,PT	: 	6712 	7175 	7541 	7976 	8351 	8085 	8318 	8393 	8066 b	8496 	8661 	8716 	9277 	9524 	9246 	10155 	10619 	10319 	10332 
A,PPS,MED_E,DEG3,F,TOTAL,RO	: 	: 	: 	: 	2075 	2359 	2651 	2833 	2929 	2647 b	3017 	2932 	3021 	3353 	3824 	4527 	5122 	5363 	5925 	7618 
A,PPS,MED_E,DEG3,F,TOTAL,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3684 	3363 	3515 	3871 	4055 	4341 	4833 	5502 	5760 	6338 
A,PPS,MED_E,DEG3,F,TOTAL,SE	: 	13257 	13779 	14355 	15163 	16481 b	16960 	16509 	17015 	17960 b	18988 	18551 	19057 	20006 	18289 	18765 	17958 	18035 	18712 	18772 
A,PPS,MED_E,DEG3,F,TOTAL,SI	: 	: 	11086 	11552 	12139 	13012 	13524 	12526 	13244 	13604 b	13540 	13667 	14564 	14644 	14724 	15245 	16130 	16502 	17099 	18531 
A,PPS,MED_E,DEG3,F,TOTAL,SK	: 	: 	3588 	4227 	5172 	6103 	7009 	7585 	8259 	8890 b	8963 	9009 	9451 	9731 	9084 	9385 	9964 	9696 	8919 	9390 
A,PPS,MED_E,DEG3,F,TOTAL,UK	: 	: 	16957 	17965 	19451 	18432 	16861 	15926 	16197 	17522 b	17451 	17833 	18503 	18100 	18999 b	18186 	: 	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2888 	3260 	3585 	3615 	3578 	: 
A,PPS,MED_E,DEG3,F,Y18-64,AT	15253 	16712 	17112 	17660 	18298 	19647 b	20277 	20523 	21129 	22111 b	22255 	23225 	23617 	24584 	25359 	24844 	25574 	25347 	26631 	27660 
A,PPS,MED_E,DEG3,F,Y18-64,BE	15390 	15740 	15394 	17481 	15901 	17143 	18968 	17476 	18331 	19231 b	20501 	20589 	21401 	22918 	21828 	21596 	22821 b	23882 	23927 	25976 
A,PPS,MED_E,DEG3,F,Y18-64,BG	: 	: 	: 	2964 	3198 	4513 	5384 	5151 	5137 	4911 b	4948 	5544 	5555 	5456 b	6183 	6015 	7340 	7641 	8737 	8670 
A,PPS,MED_E,DEG3,F,Y18-64,CH	: 	: 	: 	: 	19880 	20709 	21549 	21803 	22506 	25079 b	26595 	26284 b	26793 	28667 	27699 	27267 	27748 	26822 	27661 	28058 
A,PPS,MED_E,DEG3,F,Y18-64,CY	: 	: 	14706 	16085 	18181 	17606 b	18020 	17037 	17647 	18471 b	15994 	14875 	14328 	15676 	15757 	16751 	17862 	16913 	16500 	17728 
A,PPS,MED_E,DEG3,F,Y18-64,CZ	: 	: 	7714 	8339 	8842 	9843 	9447 	9642 	10150 	10382 b	10885 	11069 	11833 	13103 	13270 	13857 	14756 	14918 	14439 	16110 
A,PPS,MED_E,DEG3,F,Y18-64,DE	: 	: 	15355 	15075 	16908 	16791 	17188 	16631 	17054 	19101 b	19540 	19581 	20881 	22105 	22285 	22712 	23847 	26347 b	25233 	25006 
A,PPS,MED_E,DEG3,F,Y18-64,DK	16218 	15374 	16270 	17057 	17371 	18114 	18387 	18355 	19606 b	20740 b	21267 	21104 	21587 	22799 	22326 	22619 	23700 	23534 b	24504 	24601 
A,PPS,MED_E,DEG3,F,Y18-64,EA	: 	: 	: 	: 	: 	15324 e	15339 e	15196 e	15193 e	16539 e	16444 e	16418 e	17125 e	17819 e	18069 e	18255 e	18936 e	19310 b	19767 	: 
A,PPS,MED_E,DEG3,F,Y18-64,EA18	: 	: 	12466 e	12799 e	13670 e	14761 e	15116 e	14956 e	15037 e	16420 e	16325 e	16418 e	17311 e	17993 e	18233 e	18405 e	19084 e	19420 b	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,EA19	: 	: 	12216 e	12552 e	13295 e	14522 e	14877 e	14687 e	14786 e	16255 e	16163 e	16262 e	17125 e	17819 e	18069 e	18255 e	18936 e	19310 b	19767 	: 
A,PPS,MED_E,DEG3,F,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16209 	16925 	17644 	17906 	18099 	18784 	19162 	19599 	20216 
A,PPS,MED_E,DEG3,F,Y18-64,EE	: 	4052 	4665 	5594 	6579 	7595 	7920 	7608 	7637 	7873 b	8807 	9598 b	11173 	12513 	13038 	13505 	14400 	14406 	15699 	17831 
A,PPS,MED_E,DEG3,F,Y18-64,EL	8957 	9694 	10403 	10062 	10256 	11109 	11471 	11234 	10670 	8725 b	7683 	7396 	7542 	7830 	8069 	7989 	8579 	8949 	8839 	9726 
A,PPS,MED_E,DEG3,F,Y18-64,ES	: 	10458 	10159 	11028 	11384 	14040 b	14469 	13958 	13121 	12515 b	12412 	12104 	12514 	13335 	13823 	14135 	14407 	14753 	15500 	16065 
A,PPS,MED_E,DEG3,F,Y18-64,EU	: 	: 	: 	: 	: 	11935 e	12125 e	11973 e	12200 e	14094 e	13977 e	13955 e	14889 e	15497 e	15746 e	15997 e	16634 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,EU27_2007	: 	: 	9304 e	9710 e	10536 e	11935 e	12125 e	12046 e	12283 e	14203 e	14073 e	14051 e	14987 e	15582 e	15828 e	16076 e	16708 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	11536 e	11798 e	13783 e	13660 e	13628 e	14448 e	15178 e	15482 e	15774 e	16441 e	16810 b	17281 	18032 
A,PPS,MED_E,DEG3,F,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	11973 e	12200 e	14092 e	13977 e	13955 e	14889 e	15497 e	15746 e	15997 e	16634 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,FI	: 	13688 	14670 	15384 	15609 	17007 	17712 	17590 	18609 	19376 b	20120 	20185 	20597 	21011 	20953 	21517 	22006 	21921 	21443 	22688 
A,PPS,MED_E,DEG3,F,Y18-64,FR	: 	13475 	13679 	14538 	14887 	17268 b	17387 	17598 	17869 	18949 b	19118 	19239 	20098 	20279 	20493 	20404 	20674 	20485 b	20740 	21380 b
A,PPS,MED_E,DEG3,F,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	7280 	7083 	7027 b	7015 	7349 	7774 	8625 	8961 	9397 	10462 	10848 	11058 	12403 
A,PPS,MED_E,DEG3,F,Y18-64,HU	: 	: 	5160 	5518 	5971 	6063 	6233 	6109 	6486 	6842 b	6582 	6831 	7286 	7680 	7589 	8108 	8957 	9317 	9176 	9717 
A,PPS,MED_E,DEG3,F,Y18-64,IE	13617 	14187 	14023 	15061 	17016 	17107 	16281 	16143 	15987 	16040 b	15802 	16408 	17941 	18017 	18721 	19605 	19952 	19763 b	19138 	19283 
A,PPS,MED_E,DEG3,F,Y18-64,IS	: 	16142 	16674 	17933 	18989 	20771 	20745 	17783 	17820 	18504 b	20029 	20926 	21574 	22508 	22167 	23356 	: 	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,IT	: 	12409 	12996 	13149 	13792 	14436 	14639 	14579 	14669 	14272 	13645 	13171 	14882 b	15639 	16027 	16013 	16427 	16598 	16634 	17679 
A,PPS,MED_E,DEG3,F,Y18-64,LT	: 	: 	3528 	4098 	5267 	6266 	6569 	5312 	5468 	6011 b	6409 	7057 	7822 	8580 	9207 	10005 	11096 	12397 	13757 	14229 
A,PPS,MED_E,DEG3,F,Y18-64,LU	27317 	28299 	29466 	27658 	28258 	26531 	27795 	26075 	27005 	28802 b	30858 	30293 	31169 	29072 b	30645 	28844 	29287 	29531 b	32697 b	32088 b
A,PPS,MED_E,DEG3,F,Y18-64,LV	: 	: 	3506 	3810 	4980 	6475 	6924 	5814 	5756 	5794 b	6206 	7050 	8096 	9087 	9236 	10070 	11034 	11188 	11313 	11939 
A,PPS,MED_E,DEG3,F,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4483 	4925 	4954 	5174 	5768 	: 	: 
A,PPS,MED_E,DEG3,F,Y18-64,MT	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	20000 	22953 
A,PPS,MED_E,DEG3,F,Y18-64,NL	: 	: 	16272 	15997 	17764 	19013 	19383 	20287 	19300 	19673 b	19843 	18748 	19508 	22248 b	22142 	22293 	23072 	23010 	25518 	27756 
A,PPS,MED_E,DEG3,F,Y18-64,NO	: 	18866 	19472 	20228 	21139 	23895 	24359 	23845 	24529 	25806 b	27217 	: 	28054 	27693 	26928 	27190 	27334 	28526 	27318 b	28500 
A,PPS,MED_E,DEG3,F,Y18-64,PL	: 	: 	4151 	4447 	5042 	6115 	6600 	6757 	7565 	7631 b	8136 	8254 	8772 	9613 	10001 	10321 	11129 	11973 	12661 	13873 
A,PPS,MED_E,DEG3,F,Y18-64,PT	: 	7459 	7872 	8279 	8774 	9130 	9031 	9085 	9305 	8740 b	8915 	9270 	9392 	9759 	9982 	9901 	10744 	11093 	10962 	10998 
A,PPS,MED_E,DEG3,F,Y18-64,RO	: 	: 	: 	: 	2340 	2596 	2843 	2998 	3108 	2722 b	3223 	3066 	3272 	3558 	4205 	5013 	5636 	5982 	6786 	8025 
A,PPS,MED_E,DEG3,F,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3820 	3521 	3647 	4012 	4307 	4529 	5158 	5815 	6059 	6810 
A,PPS,MED_E,DEG3,F,Y18-64,SE	: 	14692 	15157 	15612 	16680 	18311 b	18713 	18249 	18935 	19865 b	20999 	20654 	21396 	22647 	21108 	21661 	20865 	20484 	21573 	21098 
A,PPS,MED_E,DEG3,F,Y18-64,SI	: 	: 	11530 	12175 	12762 	13772 	14291 	13127 	13862 	14100 b	14129 	14069 	15132 	15344 	15359 	16110 	16959 	17574 	18045 	19843 
A,PPS,MED_E,DEG3,F,Y18-64,SK	: 	: 	3890 	4516 	5502 	6582 	7464 	8086 	8694 	9495 b	9439 	9711 	10230 	10389 	9471 	9709 	10556 	10331 	9418 	9646 
A,PPS,MED_E,DEG3,F,Y18-64,UK	: 	: 	19376 	20528 	21443 	20386 	18752 	17749 	17741 	19083 b	18916 	19183 	21153 	20080 	19899 b	19727 	: 	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2909 	3260 	3633 	3625 	3578 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,AT	14570 	16104 	16413 	16800 	17409 	18570 b	18888 	19177 	19960 	20926 b	20965 	22089 	22548 	23307 	23583 	23660 	24188 	23983 	25160 	26407 
A,PPS,MED_E,DEG3,F,Y_GE18,BE	13582 	14072 	14692 	15539 	14948 	15807 	17170 	15344 	16590 	17572 b	18960 	19022 	19563 	20797 	20317 	20256 	21557 b	21898 	22108 	23618 
A,PPS,MED_E,DEG3,F,Y_GE18,BG	: 	: 	: 	2763 	2906 	4046 	4656 	4681 	4625 	4275 b	4490 	5286 	5089 	5124 b	5618 	5415 	6282 	6445 	7453 	7454 
A,PPS,MED_E,DEG3,F,Y_GE18,CH	: 	: 	: 	: 	19157 	20046 	20371 	20434 	20955 	23185 b	24625 	24009 b	25192 	26721 	25617 	26196 	25802 	25629 	25533 	26032 
A,PPS,MED_E,DEG3,F,Y_GE18,CY	: 	: 	13683 	15008 	16847 	16523 b	16900 	16052 	16751 	17596 b	15264 	14279 	13250 	14570 	14634 	15472 	16572 	15863 	15461 	16453 
A,PPS,MED_E,DEG3,F,Y_GE18,CZ	: 	: 	7446 	7907 	8430 	9322 	8952 	9146 	9548 	9839 b	10275 	10434 	11085 	12176 	12381 	12736 	13553 	13636 	13387 	14796 
A,PPS,MED_E,DEG3,F,Y_GE18,DE	: 	: 	14927 	14747 	15878 	15983 	16422 	15793 	16717 	18161 b	18542 	18742 	19850 	21091 	20948 	21447 	22407 	24331 b	23374 	23280 
A,PPS,MED_E,DEG3,F,Y_GE18,DK	14917 	14285 	14829 	15550 	15500 	16225 	16464 	16400 	17878 b	18820 b	19387 	19387 	19633 	20532 	20218 	20755 	21370 	21038 b	21579 	22096 
A,PPS,MED_E,DEG3,F,Y_GE18,EA	: 	: 	: 	: 	: 	14442 e	14470 e	14411 e	14515 e	15717 e	15767 e	15724 e	16344 e	17035 e	17197 e	17430 e	17952 e	18184 b	18625 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,EA18	: 	: 	11734 e	12006 e	12746 e	13909 e	14244 e	14171 e	14361 e	15599 e	15646 e	15724 e	16534 e	17215 e	17373 e	17596 e	18113 e	18301 b	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,EA19	: 	: 	11493 e	11768 e	12402 e	13668 e	14004 e	13916 e	14112 e	15430 e	15481 e	15565 e	16344 e	17035 e	17197 e	17430 e	17952 e	18184 b	18625 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15521 	16144 	16856 	17035 	17275 	17804 	18043 	18462 	19059 
A,PPS,MED_E,DEG3,F,Y_GE18,EE	: 	3707 	4176 	4935 	5684 	6506 	6875 	6625 	6754 	6844 b	7560 	8125 b	9381 	10404 	10893 	11476 	12180 	12492 	13693 	15562 
A,PPS,MED_E,DEG3,F,Y_GE18,EL	8298 	9005 	9660 	9416 	9638 	10398 	10904 	10826 	10020 	8860 b	8025 	7492 	7660 	7974 	8131 	8064 	8579 	8874 	8680 	9450 
A,PPS,MED_E,DEG3,F,Y_GE18,ES	: 	9535 	9480 	10114 	10570 	13194 b	13640 	13240 	12426 	12253 b	12413 	12174 	12495 	13235 	13262 	13743 	13908 	14373 	14962 	15585 
A,PPS,MED_E,DEG3,F,Y_GE18,EU	: 	: 	: 	: 	: 	11275 e	11450 e	11354 e	11605 e	13398 e	13396 e	13398 e	14173 e	14803 e	15021 e	15253 e	15752 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,EU27_2007	: 	: 	8808 e	9193 e	9932 e	11275 e	11450 e	11431 e	11688 e	13504 e	13494 e	13493 e	14271 e	14891 e	15103 e	15332 e	15824 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	10971 e	11260 e	13103 e	13098 e	13080 e	13811 e	14517 e	14741 e	15029 e	15553 e	15832 b	16290 	17058 
A,PPS,MED_E,DEG3,F,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	11354 e	11605 e	13399 e	13396 e	13398 e	14173 e	14803 e	15021 e	15253 e	15752 e	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,FI	: 	12435 	13303 	13830 	14171 	15395 	16081 	16242 	16923 	17629 b	18040 	18053 	18557 	18729 	18982 	18846 	19360 	19120 	19154 	19390 
A,PPS,MED_E,DEG3,F,Y_GE18,FR	: 	12585 	13023 	13836 	14400 	16613 b	16653 	17115 	17374 	18416 b	18698 	18686 	19540 	19852 	20276 	20104 	20121 	19538 b	19832 	20575 b
A,PPS,MED_E,DEG3,F,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	6507 	6570 	6555 b	6522 	6950 	7196 	7874 	8135 	8585 	9666 	10002 	10087 	11072 
A,PPS,MED_E,DEG3,F,Y_GE18,HU	: 	: 	5108 	5378 	5867 	6000 	6190 	6056 	6363 	6671 b	6531 	6828 	7207 	7472 	7416 	7718 	8532 	8810 	8671 	9297 
A,PPS,MED_E,DEG3,F,Y_GE18,IE	12235 	12516 	12674 	13881 	15500 	15632 	14880 	15420 	15178 	15032 b	15354 	15459 	16962 	16897 	17454 	18687 	19021 	18591 b	18228 	17861 
A,PPS,MED_E,DEG3,F,Y_GE18,IS	: 	15519 	16185 	17344 	18295 	20098 	20039 	17351 	17256 	17615 b	19004 	19958 	20803 	21815 	21148 	22940 	: 	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,IT	: 	11571 	12145 	12108 	12714 	13657 	13769 	13809 	14225 	13698 	13405 	13171 	14439 b	15262 	15615 	15720 	16087 	15985 	16285 	17251 
A,PPS,MED_E,DEG3,F,Y_GE18,LT	: 	: 	3254 	3745 	4716 	5595 	5947 	5250 	5279 	5646 b	6021 	6475 	6997 	7712 	8148 	8749 	9831 	11028 	12171 	12062 
A,PPS,MED_E,DEG3,F,Y_GE18,LU	26541 	27186 	29084 	27199 	27429 	26343 	27795 	26057 	26456 	28619 b	31242 	30438 	31231 	30007 b	31226 	29484 	30008 	29933 b	33752 b	32911 b
A,PPS,MED_E,DEG3,F,Y_GE18,LV	: 	: 	3249 	3423 	4526 	5614 	6080 	5201 	5358 	5305 b	5623 	6301 	7183 	7727 	7747 	8700 	9291 	9883 	9642 	10147 
A,PPS,MED_E,DEG3,F,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4422 	4921 	4913 	5114 	5801 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE18,MT	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	19908 	21521 
A,PPS,MED_E,DEG3,F,Y_GE18,NL	: 	: 	15712 	15411 	16760 	18478 	19383 	20059 	18293 	18761 b	18991 	18143 	19135 	21192 b	20863 	21020 	21673 	21888 	24013 	25223 
A,PPS,MED_E,DEG3,F,Y_GE18,NO	: 	17605 	18014 	18302 	19626 	21936 	22802 	22079 	22916 	24525 b	25714 	: 	27113 	26332 	24771 	25324 	25582 	26738 	25589 b	26214 
A,PPS,MED_E,DEG3,F,Y_GE18,PL	: 	: 	4227 	4471 	5025 	5969 	6414 	6611 	7312 	7439 b	7905 	8121 	8646 	9525 	9802 	9955 	10685 	11444 	12305 	13414 
A,PPS,MED_E,DEG3,F,Y_GE18,PT	: 	6671 	7108 	7471 	7920 	8351 	8130 	8314 	8418 	8122 b	8508 	8662 	8722 	9166 	9357 	9166 	10107 	10620 	10263 	10357 
A,PPS,MED_E,DEG3,F,Y_GE18,RO	: 	: 	: 	: 	2136 	2448 	2755 	2924 	3057 	2767 b	3206 	3130 	3253 	3491 	4032 	4746 	5342 	5597 	6175 	7938 
A,PPS,MED_E,DEG3,F,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3767 	3458 	3609 	3881 	4095 	4341 	4909 	5549 	5803 	6402 
A,PPS,MED_E,DEG3,F,Y_GE18,SE	: 	13481 	14088 	14652 	15479 	16690 b	17126 	16594 	17088 	18070 b	19333 	18698 	19125 	20234 	18486 	19146 	18561 	18395 	18992 	18989 
A,PPS,MED_E,DEG3,F,Y_GE18,SI	: 	: 	11140 	11619 	12220 	13083 	13629 	12526 	13273 	13479 b	13470 	13513 	14427 	14477 	14631 	15170 	16058 	16468 	17090 	18562 
A,PPS,MED_E,DEG3,F,Y_GE18,SK	: 	: 	3639 	4281 	5200 	6152 	7078 	7641 	8324 	9042 b	9152 	9284 	9768 	10058 	9287 	9609 	10198 	9954 	9212 	9595 
A,PPS,MED_E,DEG3,F,Y_GE18,UK	: 	: 	16405 	18295 	19590 	18614 	16944 	16377 	16388 	18029 b	17784 	18082 	18976 	18593 	19218 b	18703 	: 	: 	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE60,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3126 	3492 	3760 	3730 	3663 	: 
A,PPS,MED_E,DEG3,F,Y_GE60,AT	12550 	14066 	14771 	14440 	14912 	15625 b	16203 	15856 	16910 	18548 b	18328 	19037 	19958 	20750 	20995 	20669 	21333 	21465 	22760 	23713 
A,PPS,MED_E,DEG3,F,Y_GE60,BE	10193 	9808 	11857 	11457 	12799 	11570 	12883 	12094 	12963 	13666 b	14655 	15149 	15236 	16570 	16797 	17093 	17512 b	17218 	17959 	18847 
A,PPS,MED_E,DEG3,F,Y_GE60,BG	: 	: 	: 	2443 	2532 	3209 	3520 	3883 	3772 	3798 b	3950 	5010 	4581 	4809 b	5052 	5009 	5309 	5242 	6232 	6174 
A,PPS,MED_E,DEG3,F,Y_GE60,CH	: 	: 	: 	: 	17350 	15460 	16517 	17308 	15514 	17044 b	18377 	20039 b	20700 	21011 	20998 	22725 	21036 	21872 	21168 	21684 
A,PPS,MED_E,DEG3,F,Y_GE60,CY	: 	: 	8153 	9159 	10600 	11060 b	11305 	11690 	12603 	13096 b	12507 	11354 	11582 	12234 	12186 	12761 	13565 	13105 	13382 	13996 
A,PPS,MED_E,DEG3,F,Y_GE60,CZ	: 	: 	6611 	7005 	7409 	7945 	7642 	8054 	8407 	8835 b	9389 	9553 	9908 	10419 	10382 	10616 	10976 	11193 	11688 	11887 
A,PPS,MED_E,DEG3,F,Y_GE60,DE	: 	: 	13206 	13159 	14001 	14253 	14487 	14289 	14898 	16001 b	16305 	16225 	17433 	17714 	17702 	18418 	19062 	20037 b	19866 	19897 
A,PPS,MED_E,DEG3,F,Y_GE60,DK	10989 	10842 	11379 	11926 	12402 	12655 	13040 	13054 	14527 b	15215 b	15774 	16137 	16607 	16924 	16833 	17555 	18237 	17762 b	18474 	18673 
A,PPS,MED_E,DEG3,F,Y_GE60,EA	: 	: 	: 	: 	: 	12674 e	12845 e	13060 e	13252 e	14301 e	14486 e	14435 e	15030 e	15562 e	15661 e	16005 e	16348 e	16487 b	16844 	: 
A,PPS,MED_E,DEG3,F,Y_GE60,EA18	: 	: 	10125 e	10289 e	10868 e	12199 e	12611 	12832 e	13110 e	14188 e	14368 e	14435 e	15223 e	15747 e	15855 e	16198 e	16534 e	16621 b	: 	: 
A,PPS,MED_E,DEG3,F,Y_GE60,EA19	: 	: 	9910 e	10079 e	10586 e	11965 e	12386 	12608 e	12878 e	14015 e	14197 e	14272 e	15030 e	15562 e	15661 e	16005 e	16348 e	16487 b	16844 	: 
A,PPS,MED_E,DEG3,F,Y_GE60,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14239 	14826 	15377 	15501 	15845 	16191 	16337 	16676 	17193 
